date,volume,open,high,low,close,adjclose
2020-05-13,50155600,312.1499938964840,315.95001220703100,303.2099914550780,307.6499938964840,307.6499938964840
2020-05-12,40575300,317.8299865722660,319.69000244140600,310.9100036621090,311.4100036621090,311.4100036621090
2020-05-11,36405900,308.1000061035160,317.04998779296900,307.239990234375,315.010009765625,315.010009765625
2020-05-08,33512000,305.6400146484380,310.3500061035160,304.2900085449220,310.1300048828130,310.1300048828130
2020-05-07,28803800,303.2200012207030,305.1700134277340,301.9700012207030,303.739990234375,302.91998291015600
2020-05-06,35583400,300.4599914550780,303.239990234375,298.8699951171880,300.6300048828130,299.8183898925780
2020-05-05,36937800,295.05999755859400,301,294.4599914550780,297.55999755859400,296.7566833496090
2020-05-04,33392000,289.1700134277340,293.69000244140600,286.32000732421900,293.1600036621090,292.3685607910160
2020-05-01,60154200,286.25,299,285.8500061035160,289.07000732421900,288.28961181640600
2020-04-30,45457600,289.9599914550780,294.5299987792970,288.3500061035160,293.79998779296900,293.0068359375
2020-04-29,34320200,284.7300109863280,289.6700134277340,283.8900146484380,287.7300109863280,286.9532470703130
2020-04-28,28001200,285.0799865722660,285.8299865722660,278.20001220703100,278.5799865722660,277.8279113769530
2020-04-27,29271900,281.79998779296900,284.5400085449220,279.95001220703100,283.1700134277340,282.4055480957030
2020-04-24,31627200,277.20001220703100,283.010009765625,277,282.9700012207030,282.2060852050780
2020-04-23,31203600,275.8699951171880,281.75,274.8699951171880,275.0299987792970,274.2875061035160
2020-04-22,29264300,273.6099853515630,277.8999938964840,272.20001220703100,276.1000061035160,275.3546142578130
2020-04-21,45247900,276.2799987792970,277.25,265.42999267578100,268.3699951171880,267.6454772949220
2020-04-20,32503800,277.95001220703100,281.67999267578100,276.8500061035160,276.92999267578100,276.182373046875
2020-04-17,53812500,284.69000244140600,286.95001220703100,276.8599853515630,282.79998779296900,282.0365295410160
2020-04-16,39281300,287.3800048828130,288.20001220703100,282.3500061035160,286.69000244140600,285.9160461425780
2020-04-15,32788600,282.3999938964840,286.3299865722660,280.6300048828130,284.42999267578100,283.6621398925780
2020-04-14,48748700,280,288.25,278.04998779296900,287.04998779296900,286.2750549316410
2020-04-13,32755700,268.30999755859400,273.70001220703100,265.8299865722660,273.25,272.5123291015630
2020-04-09,40529100,268.70001220703100,270.07000732421900,264.70001220703100,267.989990234375,267.2665100097660
2020-04-08,42223800,262.739990234375,267.3699951171880,261.2300109863280,266.07000732421900,265.3517150878910
2020-04-07,50721800,270.79998779296900,271.70001220703100,259,259.42999267578100,258.7296142578130
2020-04-06,50455100,250.89999389648400,263.1099853515630,249.3800048828130,262.4700012207030,261.76141357421900
2020-04-03,32470000,242.8000030517580,245.6999969482420,238.97000122070300,241.41000366210900,240.75827026367200
2020-04-02,41483500,240.33999633789100,245.14999389648400,236.89999389648400,244.92999267578100,244.26876831054700
2020-04-01,44054600,246.5,248.72000122070300,239.1300048828130,240.91000366210900,240.25962829589800
2020-03-31,49250500,255.60000610351600,262.489990234375,252,254.2899932861330,253.60350036621100
2020-03-30,41994100,250.74000549316400,255.52000427246100,249.39999389648400,254.80999755859400,254.12210083007800
2020-03-27,51054200,252.75,255.8699951171880,247.0500030517580,247.74000549316400,247.07118225097700
2020-03-26,63021800,246.52000427246100,258.67999267578100,246.36000061035200,258.44000244140600,257.7423095703130
2020-03-25,75900500,250.75,258.25,244.3000030517580,245.52000427246100,244.857177734375
2020-03-24,71882800,236.36000061035200,247.69000244140600,234.3000030517580,246.8800048828130,246.21351623535200
2020-03-23,84188200,228.0800018310550,228.5,212.61000061035200,224.3699951171880,223.76426696777300
2020-03-20,100423300,247.17999267578100,251.8300018310550,228,229.24000549316400,228.6211395263670
2020-03-19,67964300,247.38999938964800,252.83999633789100,242.61000061035200,244.77999877929700,244.11917114257800
2020-03-18,75058400,239.77000427246100,250,237.1199951171880,246.6699981689450,246.0040740966800
2020-03-17,81014000,247.50999450683600,257.6099853515630,238.39999389648400,252.86000061035200,252.1773681640630
2020-03-16,80605900,241.9499969482420,259.0799865722660,240,242.2100067138670,241.55612182617200
2020-03-13,92683000,264.8900146484380,279.9200134277340,252.9499969482420,277.9700012207030,277.2195739746090
2020-03-12,104618500,255.94000244140600,270,248,248.22999572753900,247.5598602294920
2020-03-11,63899700,277.3900146484380,281.2200012207030,271.8599853515630,275.42999267578100,274.6864318847660
2020-03-10,71322500,277.1400146484380,286.44000244140600,269.3699951171880,285.3399963378910,284.5696716308590
2020-03-09,71686200,263.75,278.0899963378910,263,266.1700134277340,265.4514465332030
2020-03-06,56544200,282,290.82000732421900,281.2300109863280,289.0299987792970,288.2497253417970
2020-03-05,46893200,295.5199890136720,299.54998779296900,291.4100036621090,292.9200134277340,292.12921142578100
2020-03-04,54794600,296.44000244140600,303.3999938964840,293.1300048828130,302.739990234375,301.9226989746090
2020-03-03,79868900,303.6700134277340,304,285.79998779296900,289.32000732421900,288.5389404296880
2020-03-02,85349300,282.2799987792970,301.44000244140600,277.7200012207030,298.80999755859400,298.0032958984380
2020-02-28,106721200,257.260009765625,278.4100036621090,256.3699951171880,273.3599853515630,272.62200927734400
2020-02-27,79834500,281.1000061035160,286,272.9599914550780,273.5199890136720,272.7815856933590
2020-02-26,49513700,286.5299987792970,297.8800048828130,286.5,292.6499938964840,291.85992431640600
2020-02-25,57668400,300.95001220703100,302.5299987792970,286.1300048828130,288.0799865722660,287.3022766113280
2020-02-24,55548800,297.260009765625,304.17999267578100,289.2300109863280,298.17999267578100,297.375
2020-02-21,32388500,318.6199951171880,320.45001220703100,310.5,313.04998779296900,312.2048645019530
2020-02-20,25141500,322.6300048828130,324.6499938964840,318.2099914550780,320.29998779296900,319.4352722167970
2020-02-19,23496000,320,324.57000732421900,320,323.6199951171880,322.746337890625
2020-02-18,38132800,315.3599853515630,319.75,314.6099853515630,319,318.1387939453130
2020-02-14,20028400,324.739990234375,325.9800109863280,322.8500061035160,324.95001220703100,324.07275390625
2020-02-13,23686900,324.19000244140600,326.2200012207030,323.3500061035160,324.8699951171880,323.9929504394530
2020-02-12,28432600,321.4700012207030,327.2200012207030,321.4700012207030,327.20001220703100,326.3166809082030
2020-02-11,23580800,323.6000061035160,323.8999938964840,318.7099914550780,319.6099853515630,318.74713134765600
2020-02-10,27337200,314.17999267578100,321.54998779296900,313.8500061035160,321.54998779296900,320.6819152832030
2020-02-07,29421000,322.3699951171880,323.3999938964840,318,320.0299987792970,319.166015625
2020-02-06,26356400,322.57000732421900,325.2200012207030,320.260009765625,325.2099914550780,323.5641174316410
2020-02-05,29706700,323.5199890136720,324.760009765625,318.95001220703100,321.45001220703100,319.82318115234400
2020-02-04,34154100,315.30999755859400,319.6400146484380,313.6300048828130,318.8500061035160,317.2362976074220
2020-02-03,43496400,304.29998779296900,313.489990234375,302.2200012207030,308.6600036621090,307.097900390625
2020-01-31,49897100,320.92999267578100,322.67999267578100,308.2900085449220,309.510009765625,307.943603515625
2020-01-30,31685800,320.5400085449220,324.0899963378910,318.75,323.8699951171880,322.23089599609400
2020-01-29,54057300,324.45001220703100,327.8500061035160,321.3800048828130,324.3399963378910,322.6985168457030
2020-01-28,40558500,312.6000061035160,318.3999938964840,312.19000244140600,317.69000244140600,316.0821838378910
2020-01-27,40485000,310.05999755859400,311.7699890136720,304.8800048828130,308.95001220703100,307.38641357421900
2020-01-24,36634400,320.25,323.3299865722660,317.5199890136720,318.30999755859400,316.69903564453100
2020-01-23,26118000,317.9200134277340,319.55999755859400,315.6499938964840,319.2300109863280,317.6144104003910
2020-01-22,25458100,318.5799865722660,319.989990234375,317.30999755859400,317.70001220703100,316.0921630859380
2020-01-21,27710800,317.19000244140600,319.0199890136720,316,316.57000732421900,314.9678649902340
2020-01-17,34454100,316.2699890136720,318.739990234375,315,318.7300109863280,317.116943359375
2020-01-16,27207300,313.5899963378910,315.70001220703100,312.0899963378910,315.239990234375,313.6445617675780
2020-01-15,30480900,311.8500061035160,315.5,309.54998779296900,311.3399963378910,309.7643127441410
2020-01-14,40488600,316.70001220703100,317.57000732421900,312.1700134277340,312.67999267578100,311.0975341796880
2020-01-13,30383000,311.6400146484380,317.07000732421900,311.1499938964840,316.9599914550780,315.3558654785160
2020-01-10,35161200,310.6000061035160,312.6700134277340,308.25,310.3299865722660,308.7593994140630
2020-01-09,42527100,307.239990234375,310.42999267578100,306.20001220703100,309.6300048828130,308.06298828125
2020-01-08,33019800,297.1600036621090,304.44000244140600,297.1600036621090,303.19000244140600,301.6555480957030
2020-01-07,27218000,299.8399963378910,300.8999938964840,297.4800109863280,298.3900146484380,296.8798828125
2020-01-06,29596800,293.7900085449220,299.9599914550780,292.75,299.79998779296900,298.28271484375
2020-01-03,36580700,297.1499938964840,300.5799865722660,296.5,297.42999267578100,295.9247131347660
2020-01-02,33870100,296.239990234375,300.6000061035160,295.19000244140600,300.3500061035160,298.8299560546880
2019-12-31,25201400,289.92999267578100,293.67999267578100,289.5199890136720,293.6499938964840,292.163818359375
2019-12-30,36028600,289.4599914550780,292.69000244140600,285.2200012207030,291.5199890136720,290.04461669921900
2019-12-27,36566500,291.1199951171880,293.9700012207030,288.1199951171880,289.79998779296900,288.33331298828100
2019-12-26,23280300,284.82000732421900,289.9800109863280,284.70001220703100,289.9100036621090,288.4427795410160
2019-12-24,12119700,284.69000244140600,284.8900146484380,282.9200134277340,284.2699890136720,282.831298828125
2019-12-23,24643000,280.5299987792970,284.25,280.3699951171880,284,282.56268310546900
2019-12-20,68994500,282.2300109863280,282.6499938964840,278.55999755859400,279.44000244140600,278.0257568359380
2019-12-19,24592300,279.5,281.17999267578100,278.95001220703100,280.0199890136720,278.6028137207030
2019-12-18,29007100,279.79998779296900,281.8999938964840,279.1199951171880,279.739990234375,278.3242492675780
2019-12-17,28539600,279.57000732421900,281.7699890136720,278.79998779296900,280.4100036621090,278.9908752441410
2019-12-16,32046500,277,280.7900085449220,276.9800109863280,279.8599853515630,278.443603515625
2019-12-13,33396900,271.4599914550780,275.29998779296900,270.92999267578100,275.1499938964840,273.7574768066410
2019-12-12,34327600,267.7799987792970,272.55999755859400,267.32000732421900,271.4599914550780,270.0861511230470
2019-12-11,19689200,268.80999755859400,271.1000061035160,268.5,270.7699890136720,269.399658203125
2019-12-10,22605100,268.6000061035160,270.07000732421900,265.8599853515630,268.4800109863280,267.1212463378910
2019-12-09,32010600,270,270.79998779296900,264.9100036621090,266.9200134277340,265.5691223144530
2019-12-06,26518900,267.4800109863280,271,267.29998779296900,270.7099914550780,269.3399353027340
2019-12-05,18606100,263.7900085449220,265.8900146484380,262.7300109863280,265.5799865722660,264.23590087890600
2019-12-04,16795400,261.07000732421900,263.30999755859400,260.67999267578100,261.739990234375,260.41534423828100
2019-12-03,28607600,258.30999755859400,259.5299987792970,256.2900085449220,259.45001220703100,258.136962890625
2019-12-02,23621800,267.2699890136720,268.25,263.45001220703100,264.1600036621090,262.8230895996090
2019-11-29,11654400,266.6000061035160,268,265.8999938964840,267.25,265.8974609375
2019-11-27,16308900,265.5799865722660,267.9800109863280,265.30999755859400,267.8399963378910,266.4844665527340
2019-11-26,26301900,266.94000244140600,267.1600036621090,262.5,264.2900085449220,262.9524230957030
2019-11-25,21005100,262.7099914550780,266.44000244140600,262.5199890136720,266.3699951171880,265.02191162109400
2019-11-22,16331300,262.5899963378910,263.17999267578100,260.8399963378910,261.7799987792970,260.45513916015600
2019-11-21,30348800,263.69000244140600,264.010009765625,261.17999267578100,262.010009765625,260.6839904785160
2019-11-20,26558600,265.5400085449220,266.0799865722660,260.3999938964840,263.19000244140600,261.8580322265630
2019-11-19,19041800,267.8999938964840,268,265.3900146484380,266.2900085449220,264.94232177734400
2019-11-18,21675800,265.79998779296900,267.42999267578100,264.2300109863280,267.1000061035160,265.74822998046900
2019-11-15,25051600,263.67999267578100,265.7799987792970,263.010009765625,265.760009765625,264.4150085449220
2019-11-14,22295700,263.75,264.8800048828130,262.1000061035160,262.6400146484380,261.310791015625
2019-11-13,25683600,261.1300048828130,264.7799987792970,261.07000732421900,264.4700012207030,263.13153076171900
2019-11-12,21847200,261.54998779296900,262.7900085449220,260.9200134277340,261.9599914550780,260.63421630859400
2019-11-11,20455300,258.29998779296900,262.4700012207030,258.2799987792970,262.20001220703100,260.8730163574220
2019-11-08,17496600,258.69000244140600,260.44000244140600,256.8500061035160,260.1400146484380,258.8234558105470
2019-11-07,23735100,258.739990234375,260.3500061035160,258.1099853515630,259.42999267578100,258.11700439453100
2019-11-06,18966100,256.7699890136720,257.489990234375,255.3699951171880,257.239990234375,255.17201232910200
2019-11-05,19974400,257.04998779296900,258.19000244140600,256.32000732421900,257.1300048828130,255.06292724609400
2019-11-04,25818000,257.3299865722660,257.8500061035160,255.3800048828130,257.5,255.429931640625
2019-11-01,37781300,249.5399932861330,255.92999267578100,249.16000366210900,255.82000732421900,253.76344299316400
2019-10-31,34790500,247.24000549316400,249.1699981689450,237.25999450683600,248.75999450683600,246.76019287109400
2019-10-30,31130500,244.75999450683600,245.3000030517580,241.2100067138670,243.25999450683600,241.3043975830080
2019-10-29,35709900,248.97000122070300,249.75,242.57000732421900,243.2899932861330,241.3341522216800
2019-10-28,24143200,247.4199981689450,249.25,246.72000122070300,249.0500030517580,247.04786682128900
2019-10-25,18369300,243.16000366210900,246.72999572753900,242.8800048828130,246.5800018310550,244.59771728515600
2019-10-24,17318800,244.50999450683600,244.8000030517580,241.80999755859400,243.5800018310550,241.621826171875
2019-10-23,18957200,242.10000610351600,243.24000549316400,241.22000122070300,243.17999267578100,241.2250518798830
2019-10-22,20573400,241.16000366210900,242.1999969482420,239.6199951171880,239.9600067138670,238.03094482421900
2019-10-21,21811800,237.52000427246100,240.99000549316400,237.32000732421900,240.50999450683600,238.57650756835900
2019-10-18,24358400,234.58999633789100,237.5800018310550,234.2899932861330,236.41000366210900,234.50949096679700
2019-10-17,16896300,235.08999633789100,236.14999389648400,233.52000427246100,235.27999877929700,233.38856506347700
2019-10-16,18475800,233.3699951171880,235.24000549316400,233.1999969482420,234.3699951171880,232.48587036132800
2019-10-15,21840000,236.38999938964800,237.64999389648400,234.8800048828130,235.32000732421900,233.42825317382800
2019-10-14,24106900,234.89999389648400,238.1300048828130,234.6699981689450,235.8699951171880,233.97381591796900
2019-10-11,41698900,232.9499969482420,237.63999938964800,232.30999755859400,236.2100067138670,234.3110809326170
2019-10-10,28253400,227.92999267578100,230.44000244140600,227.3000030517580,230.08999633789100,228.2402801513670
2019-10-09,18692600,227.02999877929700,227.7899932861330,225.63999938964800,227.02999877929700,225.20489501953100
2019-10-08,27955000,225.82000732421900,228.05999755859400,224.3300018310550,224.39999389648400,222.5960235595700
2019-10-07,30576500,226.27000427246100,229.92999267578100,225.83999633789100,227.05999755859400,225.23463439941400
2019-10-04,34619700,225.63999938964800,227.49000549316400,223.88999938964800,227.00999450683600,225.18504333496100
2019-10-03,28606500,218.42999267578100,220.9600067138670,215.1300048828130,220.82000732421900,219.0447998046880
2019-10-02,34612300,223.05999755859400,223.5800018310550,217.92999267578100,218.9600067138670,217.19976806640600
2019-10-01,34805800,225.07000732421900,228.22000122070300,224.1999969482420,224.58999633789100,222.7845001220700
2019-09-30,25977400,220.89999389648400,224.5800018310550,220.7899932861330,223.97000122070300,222.1694793701170
2019-09-27,25352000,220.5399932861330,220.9600067138670,217.27999877929700,218.82000732421900,217.06089782714800
2019-09-26,18833500,220,220.94000244140600,218.8300018310550,219.88999938964800,218.12228393554700
2019-09-25,21903400,218.5500030517580,221.5,217.13999938964800,221.02999877929700,219.25311279296900
2019-09-24,31190800,221.02999877929700,222.49000549316400,217.19000244140600,217.67999267578100,215.93003845214800
2019-09-23,19165500,218.9499969482420,219.83999633789100,217.64999389648400,218.72000122070300,216.96168518066400
2019-09-20,55413100,221.3800048828130,222.55999755859400,217.47000122070300,217.72999572753900,215.97962951660200
2019-09-19,22060600,222.00999450683600,223.75999450683600,220.3699951171880,220.9600067138670,219.18370056152300
2019-09-18,25340000,221.05999755859400,222.85000610351600,219.44000244140600,222.77000427246100,220.97914123535200
2019-09-17,18318700,219.9600067138670,220.82000732421900,219.1199951171880,220.6999969482420,218.92578125
2019-09-16,21158100,217.72999572753900,220.1300048828130,217.55999755859400,219.89999389648400,218.1322021484380
2019-09-13,39763300,220,220.7899932861330,217.02000427246100,218.75,216.991455078125
2019-09-12,32226700,224.8000030517580,226.4199981689450,222.86000061035200,223.08999633789100,221.2965545654300
2019-09-11,44289600,218.07000732421900,223.7100067138670,217.72999572753900,223.58999633789100,221.79254150390600
2019-09-10,31777900,213.86000061035200,216.77999877929700,211.7100067138670,216.6999969482420,214.95791625976600
2019-09-09,27309400,214.83999633789100,216.44000244140600,211.07000732421900,214.1699981689450,212.44827270507800
2019-09-06,19362300,214.0500030517580,214.4199981689450,212.50999450683600,213.25999450683600,211.5455780029300
2019-09-05,23913700,212,213.97000122070300,211.50999450683600,213.27999877929700,211.56541442871100
2019-09-04,19188100,208.38999938964800,209.47999572753900,207.32000732421900,209.19000244140600,207.50831604003900
2019-09-03,20023000,206.42999267578100,206.97999572753900,204.22000122070300,205.6999969482420,204.0463409423830
2019-08-30,21143400,210.16000366210900,210.4499969482420,207.1999969482420,208.74000549316400,207.06192016601600
2019-08-29,20990500,208.5,209.32000732421900,206.66000366210900,209.00999450683600,207.32974243164100
2019-08-28,15938800,204.10000610351600,205.72000122070300,203.32000732421900,205.52999877929700,203.8777313232420
2019-08-27,25873300,207.86000061035200,208.5500030517580,203.52999877929700,204.16000366210900,202.51873779296900
2019-08-26,26043600,205.86000061035200,207.19000244140600,205.05999755859400,206.49000549316400,204.8300018310550
2019-08-23,46818000,209.42999267578100,212.0500030517580,201,202.63999938964800,201.01097106933600
2019-08-22,22253700,213.19000244140600,214.44000244140600,210.75,212.4600067138670,210.7520294189450
2019-08-21,21535400,212.99000549316400,213.64999389648400,211.60000610351600,212.63999938964800,210.93057250976600
2019-08-20,26884300,210.8800048828130,213.35000610351600,210.32000732421900,210.36000061035200,208.6688995361330
2019-08-19,24413600,210.6199951171880,212.72999572753900,210.02999877929700,210.35000610351600,208.6589813232420
2019-08-16,27620400,204.27999877929700,207.16000366210900,203.83999633789100,206.5,204.8399200439450
2019-08-15,27227400,203.4600067138670,205.13999938964800,199.6699981689450,201.74000549316400,200.11819458007800
2019-08-14,36547400,203.16000366210900,206.44000244140600,202.58999633789100,202.75,201.1200714111330
2019-08-13,47218500,201.02000427246100,212.13999938964800,200.47999572753900,208.97000122070300,207.2900848388670
2019-08-12,22474900,199.6199951171880,202.0500030517580,199.14999389648400,200.47999572753900,198.86831665039100
2019-08-09,24619700,201.3000030517580,202.75999450683600,199.2899932861330,200.99000549316400,199.3742218017580
2019-08-08,27009500,200.1999969482420,203.52999877929700,199.38999938964800,203.42999267578100,201.03079223632800
2019-08-07,33364400,195.41000366210900,199.55999755859400,193.82000732421900,199.0399932861330,196.69256591796900
2019-08-06,35824800,196.30999755859400,198.07000732421900,194.0399932861330,197,194.67662048339800
2019-08-05,52393000,197.99000549316400,198.64999389648400,192.5800018310550,193.33999633789100,191.05978393554700
2019-08-02,40862100,205.52999877929700,206.42999267578100,201.6300048828130,204.02000427246100,201.6138458251950
2019-08-01,54017900,213.89999389648400,218.02999877929700,206.74000549316400,208.42999267578100,205.97181701660200
2019-07-31,69281400,216.4199981689450,221.3699951171880,211.3000030517580,213.0399932861330,210.5274658203130
2019-07-30,33935700,208.75999450683600,210.16000366210900,207.30999755859400,208.77999877929700,206.31768798828100
2019-07-29,21673400,208.4600067138670,210.63999938964800,208.44000244140600,209.67999267578100,207.2070770263670
2019-07-26,17618900,207.47999572753900,209.72999572753900,207.13999938964800,207.74000549316400,205.28997802734400
2019-07-25,13909600,208.88999938964800,209.24000549316400,206.72999572753900,207.02000427246100,204.57847595214800
2019-07-24,14991600,207.6699981689450,209.14999389648400,207.1699981689450,208.6699981689450,206.20901489257800
2019-07-23,18355200,208.4600067138670,208.91000366210900,207.2899932861330,208.83999633789100,206.37698364257800
2019-07-22,22277900,203.64999389648400,207.22999572753900,203.61000061035200,207.22000122070300,204.77610778808600
2019-07-19,20929300,205.7899932861330,206.5,202.36000061035200,202.58999633789100,200.20069885253900
2019-07-18,18582200,204,205.8800048828130,203.6999969482420,205.66000366210900,203.2344970703130
2019-07-17,14107500,204.0500030517580,205.08999633789100,203.27000427246100,203.35000610351600,200.9517364501950
2019-07-16,16866800,204.58999633789100,206.11000061035200,203.5,204.5,202.0881805419920
2019-07-15,16947400,204.08999633789100,205.8699951171880,204,205.2100067138670,202.78981018066400
2019-07-12,17595200,202.4499969482420,204,202.1999969482420,203.3000030517580,200.90234375
2019-07-11,20191800,203.30999755859400,204.38999938964800,201.7100067138670,201.75,199.37062072753900
2019-07-10,17897100,201.85000610351600,203.72999572753900,201.55999755859400,203.22999572753900,200.83316040039100
2019-07-09,20578000,199.1999969482420,201.50999450683600,198.80999755859400,201.24000549316400,198.86663818359400
2019-07-08,25338600,200.80999755859400,201.39999389648400,198.41000366210900,200.02000427246100,197.6610107421880
2019-07-05,17265500,203.35000610351600,205.0800018310550,202.89999389648400,204.22999572753900,201.82135009765600
2019-07-03,11362000,203.27999877929700,204.44000244140600,202.69000244140600,204.41000366210900,201.99923706054700
2019-07-02,16935200,201.41000366210900,203.1300048828130,201.36000061035200,202.72999572753900,200.33905029296900
2019-07-01,27316700,203.1699981689450,204.49000549316400,200.64999389648400,201.5500030517580,199.17298889160200
2019-06-28,31110600,198.67999267578100,199.5,197.0500030517580,197.9199981689450,195.5857696533200
2019-06-27,20899700,200.2899932861330,201.57000732421900,199.57000732421900,199.74000549316400,197.3843231201170
2019-06-26,26067500,197.77000427246100,200.99000549316400,197.35000610351600,199.8000030517580,197.44361877441400
2019-06-25,21070300,198.42999267578100,199.25999450683600,195.2899932861330,195.57000732421900,193.2635040283200
2019-06-24,18220400,198.5399932861330,200.16000366210900,198.1699981689450,198.5800018310550,196.2379913330080
2019-06-21,47800600,198.8000030517580,200.85000610351600,198.14999389648400,198.77999877929700,196.4356231689450
2019-06-20,21514000,200.3699951171880,200.61000061035200,198.02999877929700,199.4600067138670,197.1076202392580
2019-06-19,21124200,199.67999267578100,199.8800048828130,197.30999755859400,197.8699951171880,195.536376953125
2019-06-18,26551000,196.0500030517580,200.2899932861330,195.2100067138670,198.4499969482420,196.10952758789100
2019-06-17,14669100,192.89999389648400,194.9600067138670,192.1699981689450,193.88999938964800,191.6033172607420
2019-06-14,18761500,191.5500030517580,193.58999633789100,190.3000030517580,192.74000549316400,190.4668731689450
2019-06-13,21674600,194.6999969482420,196.7899932861330,193.60000610351600,194.14999389648400,191.8602294921880
2019-06-12,18221800,193.9499969482420,195.97000122070300,193.38999938964800,194.19000244140600,191.8997802734380
2019-06-11,26932900,194.86000061035200,196,193.60000610351600,194.80999755859400,192.512451171875
2019-06-10,26220900,191.80999755859400,195.3699951171880,191.6199951171880,192.5800018310550,190.3087615966800
2019-06-07,30684400,186.50999450683600,191.9199981689450,185.77000427246100,190.14999389648400,187.90740966796900
2019-06-06,22526300,183.0800018310550,185.47000122070300,182.14999389648400,185.22000122070300,183.0355682373050
2019-06-05,29773400,184.27999877929700,184.99000549316400,181.13999938964800,182.5399932861330,180.38714599609400
2019-06-04,30968000,175.44000244140600,179.8300018310550,174.52000427246100,179.63999938964800,177.52137756347700
2019-06-03,40396100,175.60000610351600,177.9199981689450,170.27000427246100,173.3000030517580,171.25613403320300
2019-05-31,27043600,176.22999572753900,177.99000549316400,174.99000549316400,175.07000732421900,173.00527954101600
2019-05-30,21218400,177.9499969482420,179.22999572753900,176.6699981689450,178.3000030517580,176.1971893310550
2019-05-29,28481200,176.4199981689450,179.35000610351600,176,177.3800048828130,175.28802490234400
2019-05-28,27948200,178.9199981689450,180.58999633789100,177.91000366210900,178.22999572753900,176.1280059814450
2019-05-24,23714700,180.1999969482420,182.13999938964800,178.6199951171880,178.97000122070300,176.85928344726600
2019-05-23,36529700,179.8000030517580,180.5399932861330,177.80999755859400,179.66000366210900,177.5411376953130
2019-05-22,29748600,184.66000366210900,185.7100067138670,182.5500030517580,182.77999877929700,180.62432861328100
2019-05-21,28364800,185.22000122070300,188,184.6999969482420,186.60000610351600,184.39930725097700
2019-05-20,38612300,183.52000427246100,184.35000610351600,180.27999877929700,183.08999633789100,180.93069458007800
